# tank_end_downstream
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight Edep VisibleEdep Ntracks
-35.7613 -41.0295 1200 -143.991 -180.114 718.981 4.39569 2212 6 1011 1 1 2.85147e-25 2.85147e-25 1 
47.646 115.273 1200 311.89 733.163 1076.29 4.31377 2212 6 1012 1 1 2.10283e-25 2.10283e-25 1 
-151.394 -77.7116 1200 -20.9144 -10.2315 33.8348 26.348 2112 7 1019 1017 1 0 0 1 
15.1577 -236.778 1200 2.06393 -34.9573 36.949 24.4282 2112 7 1021 1017 1 0 0 1 
-5.31686 -30.3828 1200 -1.3488 -5.53913 49.9618 18.9604 2112 7 1022 1017 1 0 0 1 
-193.648 37.4679 1200 -29.8657 5.9528 47.3474 23.0951 2112 7 1034 1 1 0 0 1 
-71.0484 -169.18 1200 -21.858 -53.8191 96.7078 12.8959 2112 7 1048 1 1 0 0 1 
67.2012 -56.1134 1200 29.7951 -23.6944 129.317 10.4252 2112 7 1062 1 1 0 0 1 
46.2211 129.056 1200 28.0454 74.5086 174.044 8.5754 2112 7 1087 1 1 0 0 1 
119.75 -22.6671 1200 83.2551 -15.0078 206.132 7.74211 2112 7 1095 1 1 0 0 1 
-3.86738 -163.634 1200 -2.43063 -327.592 608.626 4.94328 2212 7 1121 1 1 3.41072e-25 3.41072e-25 1 
-238.634 27.9287 1200 -443.644 53.6457 569.288 5.11387 2112 7 1122 1 1 0 0 1 
8.7148 62.8162 1200 59.8445 335.859 1603.82 4.19948 2112 7 1124 1 1 0 0 1 
-44.7553 -71.0804 1200 -294.341 -492.589 2117.25 4.0579 -211 7 1125 1 1 1.5304e-25 1.5304e-25 1 
71.6103 -50.5709 1200 172.063 -119.633 433.812 6.0968 1000010020 8 1016 1 1 1.64746e-24 1.64746e-24 1 
-8.99121 92.5133 1200 -2.83551 29.6263 58.0687 13.2295 2112 8 1038 1033 1 0 0 1 
129.396 195.992 1200 8.5255 12.8211 12.4801 51.0062 2112 8 1052 1050 1 0 0 1 
58.0145 166.43 1200 23.9793 68.6856 74.7209 11.0615 2112 8 1053 1 1 0 0 1 
-64.6069 -51.0421 1200 -40.68 -32.1521 114.249 8.43036 2112 8 1061 1 1 0 0 1 
47.0266 37.8783 1200 41.3709 33.303 158.963 7.04492 2112 8 1069 1 1 0 0 1 
171.259 -96.1564 1200 29.1834 -16.1367 31.2568 21.6858 2112 8 1083 1079 1 0 0 1 
156.621 75.9791 1200 188.463 91.4423 217.796 6.1554 2112 8 1104 1 1 0 0 1 
182.402 34.0199 1200 216.641 40.4622 214.996 6.19604 2112 8 1105 1 1 0 0 1 
110.134 3.79128 1200 179.262 6.27603 294.518 5.47065 2112 8 1108 1 1 0 0 1 
36.9628 184.787 1200 59.465 296.484 290.508 5.55736 2112 8 1113 1 1 0 0 1 
-16.4326 60.7906 1200 -48.526 180.964 538.585 4.65044 2112 8 1116 1 1 0 0 1 
95.4924 -8.49043 1200 252.496 -22.5726 476.835 4.78531 2212 8 1117 1 1 4.67434e-25 4.67434e-25 1 
-124.363 51.9959 1200 -367.64 154.538 535.624 4.71551 2212 8 1121 1 1 3.90311e-25 3.90311e-25 1 
11.0188 98.9325 1200 60.5281 541.045 989.461 4.31377 2212 8 1124 1 1 2.14853e-25 2.14853e-25 1 
145.251 -29.7346 1200 1195 -243.877 1489.01 4.28656 2112 8 1126 1 1 0 0 1 
-106.918 -52.1452 1200 -8.92958 -4.29074 22.5302 40.7473 2112 9 1011 1 1 0 0 1 
-69.4753 212.773 1200 -10.9451 33.4985 42.444 23.1201 2112 9 1016 1 1 0 0 1 
-128.424 -4.54821 1200 -55.5492 -1.68412 116.732 10.4465 2112 9 1037 1 1 0 0 1 
-80.2882 123.368 1200 -140.226 215.905 470.778 5.19111 2112 9 1073 1 1 0 0 1 
-23.362 16.6787 1200 -93.9358 68.9073 1075.48 4.31976 2112 9 1080 1 1 0 0 1 
-174.571 15.538 1200 -590.402 54.9226 913.181 4.53758 2212 9 1081 1 1 2.30489e-25 2.30489e-25 1 
50.5226 57.9229 1200 270.42 315.093 1454.76 4.22224 2112 9 1082 1 1 0 0 1 
115.154 -46.7729 1200 484.214 -194.588 1138.47 4.18434 321 9 1083 1 1 1.53343e-25 1.53343e-25 1 
-13.9088 -54.3785 1200 -4.64006 -17.3263 75.4742 13.1615 2112 10 1010 1 1 0 0 1 
30.3277 81.7547 1200 289.066 795.477 2330.74 4.13014 2112 10 1012 1 1 0 0 1 
-103.609 -33.5413 1200 -1281.33 -417.32 2934.25 4.13697 2212 10 1013 1 1 1.49015e-25 1.49015e-25 1 
