# tank_side
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight Edep VisibleEdep Ntracks
-114.645 -222.163 924.691 -209.831 -407.56 -172.782 4.34369 211 8 1123 1 1 1.44616e-25 1.44616e-25 1 
0.934633 -249.998 973.323 0.0479214 -17.6232 3.09098 47.4713 2112 9 1010 1 1 0 0 1 
-29.1656 248.293 997.593 -4.13757 35.0078 9.56334 25.4216 2112 9 1012 1 1 0 0 1 
-248.073 -30.9831 1077.44 -31.8608 -3.89216 18.9696 27.5646 2112 9 1013 1 1 0 0 1 
-2.54193 249.987 910.174 -0.514266 46.0573 -3.56767 20.1939 2112 9 1014 1 1 0 0 1 
97.1455 230.354 926.414 21.3093 49.8607 -0.773843 17.7604 2112 9 1015 1 1 0 0 1 
-236.585 -80.7935 1033.92 -68.5615 -23.201 30.2019 13.9822 2112 9 1021 1 1 0 0 1 
-226.929 104.896 931.444 -75.0994 34.8886 0.613433 12.636 2112 9 1022 1 1 0 0 1 
-77.7093 -237.616 818.273 -24.4372 -74.2741 -34.8901 13.1589 2112 9 1023 1 1 0 0 1 
101.462 228.485 994.9 36.0112 81.5309 23.2395 11.9681 2112 9 1024 1 1 0 0 1 
112.428 -223.293 1143.38 10.2264 -20.1232 19.3656 37.7878 2112 9 1030 1028 1 0 0 1 
-210.304 -135.175 963.039 -88.8472 -56.7651 14.1146 10.5929 2112 9 1032 1 1 0 0 1 
215.931 -125.991 1197.42 63.7157 -37.0297 79.1236 13.7967 2112 9 1033 1 1 0 0 1 
229.603 -98.9057 1111.73 96.1931 -41.2119 76.3951 10.6612 2112 9 1038 1 1 0 0 1 
-85.5762 -234.897 1169.45 -33.3235 -90.9447 93.1231 11.2729 2112 9 1039 1 1 0 0 1 
-61.9633 -242.199 894.047 -44.9552 -176.592 -25.6743 7.49371 2112 9 1043 1 1 0 0 1 
-248.954 -22.847 851.642 -186.97 -16.6556 -58.4792 7.38591 2112 9 1044 1 1 0 0 1 
-172.576 -180.88 1071.24 -122.684 -127.937 100.552 7.63582 2112 9 1046 1 1 0 0 1 
-245.029 49.6076 1161.28 -170.204 34.8718 160.768 7.7758 2112 9 1048 1 1 0 0 1 
3.35391 -249.978 1052.24 2.94537 -237.098 116.632 6.54165 2112 9 1049 1 1 0 0 1 
118.101 -220.345 980.568 80.7091 -146.822 32.4653 7.82392 2112 9 1051 1050 1 0 0 1 
119.317 219.69 1081.19 120.334 223.1 153.329 6.35755 2212 9 1054 1 1 1.22102e-24 1.22102e-24 1 
49.5146 -245.048 830.632 69.8752 -346.696 -140.375 5.50166 2112 9 1055 1 1 0 0 1 
-74.5453 238.627 834.962 -117.191 374.868 -148.25 5.3091 2112 9 1057 1 1 0 0 1 
161.288 191.014 896.516 303.636 361.389 -62.3595 4.98141 2112 9 1058 1 1 0 0 1 
-249.986 -2.67788 1090.38 -413.772 -3.35813 265.86 5.25745 2112 9 1059 1 1 0 0 1 
99.962 -229.145 949.111 12.8557 -28.9991 2.46844 27.8402 2112 9 1062 1060 1 0 0 1 
232.284 92.4346 1047.35 30.3636 12.0952 15.2964 27.2611 2112 9 1063 1060 1 0 0 1 
143.883 204.445 1173.83 17.6171 24.8773 29.6198 28.991 2112 9 1064 1060 1 0 0 1 
165.666 187.229 922.974 41.797 47.0152 -1.67313 15.6801 2112 9 1068 1060 1 0 0 1 
-249.695 12.3529 885.107 -80.7926 4.2233 -14.4937 12.7996 2112 9 1070 1060 1 0 0 1 
-198.431 152.069 1054.74 -73.5946 57.019 46.7069 11.5737 2112 9 1071 1060 1 0 0 1 
-225.707 -107.5 854.143 -224.602 -106.983 -75.5958 6.37734 2112 9 1072 1060 1 0 0 1 
249.704 -12.1685 918.549 560.859 -25.9052 -24.8218 4.74227 2112 9 1074 1 1 0 0 1 
108 -225.468 1183.14 198.336 -413.857 466.738 5.19305 2112 9 1076 1 1 0 0 1 
-44.4879 246.01 1182.39 -83.463 460.095 471.563 5.17558 2112 9 1077 1 1 0 0 1 
225.599 107.727 1143.08 474.633 228.154 449.606 4.96481 2212 9 1078 1 1 3.94051e-25 3.94051e-25 1 
-49.2517 245.101 877.163 -3.26407 15.9755 -5.50726 51.2453 2112 10 1002 1 1 0 0 1 
-101.978 -228.255 979.549 -8.42318 -18.6417 1.70254 41.8825 2112 10 1005 1003 1 0 0 1 
249.008 -22.2528 941.436 43.6176 -3.97399 -3.53061 21.0829 2112 10 1006 1 1 0 0 1 
-200.393 -149.475 948.851 -40.4307 -30.1184 -2.54885 18.84 2112 10 1007 1 1 0 0 1 
127.352 -215.131 809.739 23.0491 -39.234 -27.6357 20.4671 2112 10 1008 1 1 0 0 1 
249.416 -17.0759 902.553 72.8381 -5.10896 -17.2758 13.959 2112 10 1009 1 1 0 0 1 
225.041 108.888 850.685 80.9197 39.1529 -39.9916 11.9596 2112 10 1011 1 1 0 0 1 
